Address,AddressType,AddressSource,ShipVia,AddressDefault,Status,AddressID,AddressName,Line1,Line2,City,State,PostalCode,Country,Phone,Fax,LeadDays,Accounting,Shipping,Notes
2901,Customer,BHAELE,,111,Active,Main,BHARAT ELECTRONICS LTD,150-15 183RD STREET,,JAMAICA,NY,11413,USA,,,0,FALSE,TRUE,Added via script
2902,Customer,BHAELE,,0,Active,Ship01,BHARAT ELECTRONICS LTD,53 HILTON AVE,,GARDEN CITY,NY,11530,USA,,,0,FALSE,TRUE,Added via script
2903,Customer,BISIND,,111,Active,Main,BISCO INDUSTRIES,4400 W WALNUT HILL LANE STE130,,IRVING,TX,75038,USA,,,0,FALSE,TRUE,Added via script
2904,Customer,BLUAER,,111,Active,Main,BLUE AEROSPACE LLC,6211 N. NOB HILL ROAD,,TAMARAC,FL,33321-6422,USA,,,0,FALSE,TRUE,Added via script
2905,Customer,BMPBET,,111,Active,Main,BMPC BETTIS LABORATORY ERIN SVEC,POST OFFICE BOX 391,,WEST MIFFLIN,PA,15122-0391,USA,,,0,FALSE,TRUE,Added via script
2906,Customer,BMPC-K,,111,Active,Main,BMPC-KAPL,2401 RIVER ROAD,,SCHENECTADY,NY,12309,USA,,,0,FALSE,TRUE,Added via script
2907,Customer,BMPC-K,,0,Active,Ship01,BMPC-KAPL,BMPC-BETTIS 814 PITTSBURG-MCKEEPSPORT BLVD,,WEST MIFFLIN,PA,15122-2849,USA,,,0,FALSE,TRUE,Added via script
2909,Customer,BROMFG,,111,Active,Main,BROOK-TEL MFG. & SUPPLY,2338 MCDONALD AVE. NEW,,BROOKLYN,NY,11223,USA,,,0,FALSE,TRUE,Added via script
2910,Customer,BURPRO,,111,Active,Main,BURKE PRODUCTS INC.,1355 ENTERPRISE LANE,,XENIA,OH,45385,USA,,,0,FALSE,TRUE,Added via script
2911,Customer,BURINC,,111,Active,Main,BURRANA INC.,1778 ZINETTA RD. SUITE A,,CALEXICO,CA,92231,USA,,,0,FALSE,TRUE,Added via script
2912,Customer,BURINC,,0,Active,Ship01,BURRANA INC.,743 WEST 5 1200 NORTH SUITES 500,,SPRINGVILLE,UT,84663,USA,,,0,FALSE,TRUE,Added via script
2913,Customer,CABIND,,111,Active,Main,CABERRA INDUSTRIES INC.,800 RESEARCH PARKWAY,,MERIDEN,CT,6450,USA,,,0,FALSE,TRUE,Added via script
2914,Customer,CAEUSA,,111,Active,Main,CAE USA INC.,P.O. BOX 15000,,TAMPA,FL,33634,USA,,,0,FALSE,TRUE,Added via script
2915,Customer,CAEUSA,,0,Active,Ship01,CAE USA INC.,4908 TAMPA WEST BOULEVARD,,TAMPA,FL,33634-2481,USA,,,0,FALSE,TRUE,Added via script
2916,Customer,CALFIR,,111,Active,Main,CAL FIRE AVIATION MANAGEMENT,320 SCANNEL DR,,SAN MATEO,CA,94402,USA,,,0,FALSE,TRUE,Added via script
2917,Customer,CALMAR,,111,Active,Main,CALIFONIA MARINE SUPPLY INC.,1650 INDUSTRIAL BLVD,,CHULA VISTA,CA,91911,USA,,,0,FALSE,TRUE,Added via script
2918,Customer,CAMAIR,,111,Active,Main,CAMAR AIRCRAFT PARTS,754 FLYNN ROAD,,CAMARILLO,CA,93012,USA,,,0,FALSE,TRUE,Added via script
2919,Customer,CARBAT,,111,Active,Main,CARLTON BATES COMPANY,10814 W. 78TH STREET,,SHAWNEE,KS,66214,USA,,,0,FALSE,TRUE,Added via script
2920,Customer,CARENG,,111,Active,Main,CARROL ENGINEERING CO.,227 INDUSTRIAL PARK ROAD P.O. BOX 860,,HARLAN,KY,40831,USA,,,0,FALSE,TRUE,Added via script
2921,Customer,CARENG,,0,Active,Ship01,CARROL ENGINEERING CO.,131 CARRIKK DR HWY 840 PO BOX 860,,HARLAN,KY,40831,USA,,,0,FALSE,TRUE,Added via script
2922,Customer,CBOCOR,,111,Active,Main,CBOL CORPORATION,19850 PLUMMER STREET,,CHATSWORTH,CA,91311,USA,,,0,FALSE,TRUE,Added via script
2923,Customer,CHACOM,,111,Active,Main,CHANNEL COMP LLC,1901 5TH AVE SOUTH,,ST. PETERSBURG,FL,33712,USA,,,0,FALSE,TRUE,Added via script
2924,Customer,CHAAER,,111,Active,Main,CHARIOT AEROSPACE MATERIALS INC.,4394 NW 120TH AVE,,CORAL SPRINGS,FL,33065,USA,,,0,FALSE,TRUE,Added via script
2925,Customer,CHI-,,111,Active,Main,CHIP - TECH LTD,6 DUBON COURT SUITE B,,FARMINGDALE,NY,11735,USA,,,0,FALSE,TRUE,Added via script
2926,Customer,CHUFED,,111,Active,Main,CHUGACH FEDERAL SOLUTIONS INC.,3800 CENTERPOINT DR SUITE 1200,,ANCHORGE,AK,99503,USA,,,0,FALSE,TRUE,Added via script
2927,Customer,CHUFED,,0,Active,Ship01,CHUGACH FEDERAL SOLUTIONS INC.,814 GREENBRIER CIRCLE SUITE P,,CHESAPEAKE,VA,23320,USA,,,0,FALSE,TRUE,Added via script
2928,Customer,COLELE,,111,Active,Main,COLUMBIA ELECTRIC SUPPLY,P.O. BOX 743,,PASCO,WA,99301,USA,,,0,FALSE,TRUE,Added via script
2929,Customer,COLTEC,,111,Active,Main,COLUMBIA TECH,53 OTIS STREET,,WESTBOROUGH,MA,1581,USA,,,0,FALSE,TRUE,Added via script
2930,Customer,COMONE,,111,Active,Main,COMDERSON ONE,3325 SENN ROAD BLDG 55,,SAN CIEGO,CA,92136,USA,,,0,FALSE,TRUE,Added via script
2931,Customer,COM22,,111,Active,Main,COMDESRON 22,8870 FIRST STREET CEP-41,,NORFOLK,VA,23511,USA,,,0,FALSE,TRUE,Added via script
2932,Customer,COMINT,,111,Active,Main,COMTROL INTERNATIONAL,358 MAIN ST,,NORTH HUNTINGTON,PA,15642,USA,,,0,FALSE,TRUE,Added via script
2933,Customer,CONIND,,111,Active,Main,CONVOY INDUSTRIES,284 GLEN PLACE,,FRANKLIN LAKES,NJ,7417,USA,,,0,FALSE,TRUE,Added via script
2934,Customer,CORTEC,,111,Active,Main,CORNET TECH,6800 VERSAR CENTER SUITE 118,,SPRINGFIELD,VA,22151-4147,USA,,,0,FALSE,TRUE,Added via script
2935,Customer,CSCDET,,111,Active,Main,CSCS DET MAYPORT,1556 BALTIMORE STREET,,JACKSONVILLE,FL,32228,USA,,,0,FALSE,TRUE,Added via script
2936,Customer,DALAVI,,111,Active,Main,DALLAS AVIONICS,2525 SANTA ANNA AVE,,DALLAS,TX,75228,USA,,,0,FALSE,TRUE,Added via script
2937,Customer,DAVCLA,,111,Active,Main,DAVID CLARK COMPANY,360 FRANKLIN STREET BOX 15054,,WORCESTER,MA,1615,USA,,,0,FALSE,TRUE,Added via script
2938,Customer,DEFCOM,,111,Active,Main,DEFENSE COMMUNICATION SOLUTIONS,P.O.BOX 3145,,DANBURY,CT,6813,USA,,,0,FALSE,TRUE,Added via script
2940,Customer,DEFSUP,,0,Active,Ship01,DEFENSE SUPP. OF EL. COMP. INC.,5505 NORTH ATLANTIC AVE SUITE 107,,COCOA BEACH,FL,32931,USA,,,0,FALSE,TRUE,Added via script
2941,Customer,DELRES,,111,Active,Main,DELAWARE RESOURCE GROUP,1307 WEST STREET PO BOX 4070 BLDG 1307,,MCCHORD AFB,WA,98438,USA,,,0,FALSE,TRUE,Added via script
2942,Customer,DELRES,,0,Active,Ship01,DELAWARE RESOURCE GROUP,L3 COMM C17 TS WRI ATS 2323 VANDENBURG BLVD,,MCGUIRE AFB,NJ,8641,USA,,,0,FALSE,TRUE,Added via script
2943,Customer,DELELE,,111,Active,Main,DELTA ELECTRIC INC.,911 ENTERPRISE DRIVE,,CHERRY TREE LOGAN,WV,25601,USA,,,0,FALSE,TRUE,Added via script
2944,Customer,DERAER,,111,Active,Main,DERCO AEROSPACE INC.,8000 W. TOWER AVE,,MILWUKEE.,WI,53223,USA,,,0,FALSE,TRUE,Added via script
2945,Customer,DERAER,,0,Active,Ship01,DERCO AEROSPACE INC.,7300 OAKLEY INDUSTRIAL BLVD,,FAIRBURN,GA,30213,USA,,,0,FALSE,TRUE,Added via script
2946,Customer,DESBUI,,111,Active,Main,DESERT BUILDERS SUPPLY,460 N. MESA DR. # 116-A,,MESA,AZ,85201,USA,,,0,FALSE,TRUE,Added via script
2947,Customer,DETIND,,111,Active,Main,DETROIT INDUSTRIAL TOOL,10607 W. OKLAHOMA AVE.,,WEST ALLIS,WI,53227,USA,,,0,FALSE,TRUE,Added via script
2948,Customer,DETIND,,0,Active,Ship01,DETROIT INDUSTRIAL TOOL,15222 KESWICK ST,,VAN NUYS,CA,91405,USA,,,0,FALSE,TRUE,Added via script
2949,Customer,DMELE,,111,Active,Main,DM ELECTRONICS,37 HUGHES AVE,,HOBARTVILLE,NSW,2753,USA,,,0,FALSE,TRUE,Added via script
